id;original_id;voted_at;periodo;reunion;acta;titulo;tipo;presidente_id;presidente;afirmativos;negativos;abstenciones;resultado;documento_url;fuente_url
174;3476;"1997-03-19 23:18:00";115;4;1;"Moción del Diputado Zuccardi de reconsideración de la moción de la Diputada Sánchez que solicitó el Tratamiento sobre Tabla del Exp. 0533-D-97 - Declaración de Emergencia Salarial Docente";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";68;63;5;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT02_01_R04.pdf;https://votaciones.hcdn.gob.ar/votacion/3476
173;3477;"1997-03-19 23:32:00";115;4;2;"Moción del Diputado Natale de reconsideración de la votación de la solicitud de Tratamiento sobre Tabla del Exp. 7851-D-96 - Declarar de Utilidad Pública y sujetos a Expropiación a las acciones que no sean propiedad del Estado Nacional de las Empresas Edcadassa e Interbaires";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";73;67;5;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT02_02_R04.pdf;https://votaciones.hcdn.gob.ar/votacion/3477
172;3478;"1997-03-20 01:21:00";115;4;3;"Moción del Diputado Gorini solicitando la vuelta a Comisión del Exp. 0034-PE-96 - OD 1370 - Régimen optativo de Aporte diferencial para las Amas de Casa, comprendidas en el Artículo 3º, inciso c) Apartado 5 de la Ley 24.241 de sistema Integrado de Jubilaciones y Pensiones";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";46;89;5;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT02_03_R04.pdf;https://votaciones.hcdn.gob.ar/votacion/3478
171;3479;"1997-04-23 21:46:00";115;9;1;"Insistencia de la HCDN en la sanción original de la Ley 24.800. Régimen para la actividad teatral, en los incisos E) y F) del Artículo 19º y en su Artículo 27º, observada por el PEN por decreto 322/97";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";178;0;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE05_01_R09.pdf;https://votaciones.hcdn.gob.ar/votacion/3479
170;3480;"1997-05-08 00:33:00";115;11;1;"Moción de varios Señores Diputados, solicitando la vuelta a Comisión del Exp. 0050-PE-96 - OD 1462 - Creación del Fondo Fiduciario Federal de Infraestructura Regional y privatización del Banco Hipotecario Nacional (Desarrollo Regional y Generación de Empleo)";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";96;123;0;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE06_01_R11.pdf;https://votaciones.hcdn.gob.ar/votacion/3480
169;3481;"1997-05-08 00:34:00";115;11;2;"Creación del Fondo Fiduciario Federal de Infraestructura Regional y Privatización del Banco Hipotecario Nacional (Desarrollo Regional y Generación de Empleo) - En General dictamen de la Mayoría";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";114;101;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE06_02_R11.pdf;https://votaciones.hcdn.gob.ar/votacion/3481
168;3482;"1997-05-08 01:23:00";115;11;3;"Creación del Fondo Fiduciario Federal de Infraestructura Regional y Privatización del Banco Hipotecario Nacional (Desarrollo Regional y Generación de Empleo) - Artículo 5º";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";96;43;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE06_03_R11.pdf;https://votaciones.hcdn.gob.ar/votacion/3482
167;3483;"1997-05-14 20:40:00";115;13;2;"Moción de los Diputados Parajón y Dumón, solicitando la vuelta a Comisión del Exp. 0050-PE-96 - OD 1462 - Creación del Fondo Fiduciario Federal de Infraestructura Regional y Privatización del Banco Hipotecario Nacional (Desarrollo Regional y Generación de Empleo)";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";83;71;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE06_02_R13.pdf;https://votaciones.hcdn.gob.ar/votacion/3483
166;3484;"1997-05-14 23:30:00";115;13;3;"Moción de los Diputados Parajón y Dumón, solicitando la vuelta a Comisión del Exp. 0050-PE-96 - OD 1462 - Creación del Fondo Fiduciario Federal de Infraestructura Regional y Privatización del Banco Hipotecario Nacional (Desarrollo Regional y Generación de Empleo";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";88;97;3;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE06_03_R13.pdf;https://votaciones.hcdn.gob.ar/votacion/3484
165;3485;"1997-05-14 23:31:00";115;13;4;"Creación del Fondo Fiduciario Federal de Infraestructura Regional y Privatización del Banco Hipotecario Nacional (Desarrollo Regional y Generación de Empleo) - Artículo 28º";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";98;86;5;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE06_04_R13.pdf;https://votaciones.hcdn.gob.ar/votacion/3485
164;3486;"1997-06-25 22:39:00";115;17;2;"Moción del Diputado Alessandro solicitando el Apartamiento del Reglamento para tratar el Exp. 3327-D-97, que requiere Informe Verbal al Señor Ministro del interior Dr. Carlos Corach, sobre reuniones que sostuvo con el Señor Alfredo Yabrán por el Contrato de las Acciones de Intercargo S.A.";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";54;63;7;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE08_02_R17.pdf;https://votaciones.hcdn.gob.ar/votacion/3486
163;3487;"1997-06-25 23:41:00";115;17;4;"Promover Juicio Político al Juez Federal de Dolores, Provincia de Buenos Aires, Doctor Hernán Bernasconi";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";123;2;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE08_04_R17.pdf;https://votaciones.hcdn.gob.ar/votacion/3487
162;3488;"1997-08-06 19:34:00";115;27;2;"Insistencia de la HCDN en la sanción original del proyecto de Ley de estabilidad fiscal por el plazo de 33 años para las inversiones en la actividad forestal y aprovechamiento de Bosques comprendidos en la ley 13.273 de Defensa de la Riqueza Forestal";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";152;24;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE08_02_R27.pdf;https://votaciones.hcdn.gob.ar/votacion/3488
161;3489;"1997-08-06 19:35:00";115;27;3;"Insistencia de la HCDN en la sanción original del proyecto de Ley de Equiparación del tratamiento arancelario para la importación de determinadas mercaderías provenientes del Mercosur, con los derechos que los otros países miembros aplican a los productos argentinos";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";167;0;10;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE08_03_R27.pdf;https://votaciones.hcdn.gob.ar/votacion/3489
160;3490;"1997-08-06 22:18:00";115;27;4;"Moción del Diputado Storani solicitando la vuelta a Comisión del Exp. 6419-D-96 - OD 1790 - Ley de persecución penal eficaz; incorporación de la figura del arrepentido - En General";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";65;94;9;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE08_04_R27.pdf;https://votaciones.hcdn.gob.ar/votacion/3490
159;3491;"1997-08-06 22:20:00";115;27;5;"Ley de persecución penal eficaz; Incorporación de la figura del arrepentido. Modificación del Código Penal - En General";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";109;65;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE08_05_R27.pdf;https://votaciones.hcdn.gob.ar/votacion/3491
158;3492;"1997-11-12 22:23:00";115;34;2;"Dictamen de la Comisión Especial Investigadora de la Probable Comisión de Hechos Ilícitos perpetrados o producidos en la Administración Nacional de Aduanas";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";156;0;11;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OE08_02_R34.pdf;https://votaciones.hcdn.gob.ar/votacion/3492
157;3493;"1997-11-26 20:01:00";115;37;2;"Moción del Diputado Nieva solicitando el Apartamiento del Reglamento a efectos de tratar una Moción de censura al Señor Jefe de Gabinete de Ministro";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";70;95;7;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_02_R37.pdf;https://votaciones.hcdn.gob.ar/votacion/3493
156;3494;"1997-11-27 20:13:00";115;38;1;"Presupuesto General de la Administración Nacional para el ejercicio fiscal del año 1998 - Artículo 1";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";111;71;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_01_R38.pdf;https://votaciones.hcdn.gob.ar/votacion/3494
155;3495;"1997-11-27 21:40:00";115;38;2;"Presupuesto General de la Administración Nacional para el ejercicio fiscal del año 1998 - Artículo 11º";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";100;44;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_02_R38.pdf;https://votaciones.hcdn.gob.ar/votacion/3495
154;3496;"1997-11-27 22:17:00";115;38;3;"Presupuesto General de la Administración Nacional para el ejercicio fiscal del año 1998 - Artículo 12º";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";101;40;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_03_R38.pdf;https://votaciones.hcdn.gob.ar/votacion/3496
153;3497;"1997-11-27 22:26:00";115;38;4;"Presupuesto General de la Administración Nacional para el ejercicio fiscal del año 1998 - Artículo 13º";"Votación Nominal";189;"PASCUAL, Rafael Manuel";82;51;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_04_R38.pdf;https://votaciones.hcdn.gob.ar/votacion/3497
152;3498;"1997-11-28 00:54:00";115;38;5;"Presupuesto General de la Administración Nacional para el ejercicio fiscal del año 1998 - Artículo 18º";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";112;61;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_05_R38.pdf;https://votaciones.hcdn.gob.ar/votacion/3498
151;3499;"1997-11-28 03:04:00";115;38;6;"Cesión del Estado Nacional al Estado Provincial de Entre Ríos la totalidad de sus Derechos y Obligaciones, sobre el aprovechamiento binacional Hidroeléctrico Salto Grande - En General y Particular";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";122;23;19;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_06_R38.pdf;https://votaciones.hcdn.gob.ar/votacion/3499
150;3500;"1997-11-28 06:02:00";115;38;7;"Presupuesto General de la Administración Nacional para el ejercicio fiscal del año 1998 - Artículo 51º";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";123;23;13;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_07_R38.pdf;https://votaciones.hcdn.gob.ar/votacion/3500
149;3501;"1997-12-03 23:36:00";115;40;1;"Moción del Diputado Nieva de Apartamiento al Reglamento a fin de solicitar el Tratamiento del Exp. 0102-S-96, proyecto en revisión sobre Marco Normativo y Regulatorio para la Explotación, Administración y funcionamiento de los Aeródromos integrantes del Sistema Nacional de Aeropuertos";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";256;1;0;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_01_R40.pdf;https://votaciones.hcdn.gob.ar/votacion/3501
148;3502;"1997-12-04 00:15:00";115;40;4;"Insistencia de la HCDN en la sanción original del proyecto de Ley de Transferencia a título gratuito de un inmueble a favor de la Asociación Civil Club Teléfonos Buenos Aires en el partido de Vicente López, Provincia de Buenos Aire";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";142;3;5;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_04_R40.pdf;https://votaciones.hcdn.gob.ar/votacion/3502
147;3503;"1997-12-04 21:05:00";115;41;1;"Régimen Orgánico del Ministerio Público - En General";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";158;1;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115OT13_01_R41.pdf;https://votaciones.hcdn.gob.ar/votacion/3503
146;3504;"1997-12-17 21:09:00";115;43;2;"Moción del Diputado Natale solicitando el Apartamiento del Reglamento para tratar sobre Tabla el Exp. 6349-D-97, que Declara efectuados los dictámenes de la Comisión Especial de Investigación de Hechos ilícitos o prácticas de corrupción con respecto a la privatización de servicios postales";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";104;80;4;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115EE01_02_R43.pdf;https://votaciones.hcdn.gob.ar/votacion/3504
201;3505;"1998-02-19 02:15:00";115;48;8;"Proceder a la Apertura del sobre que contiene la Declaración Jurada Patrimonial del Diputado Antonio Domingo Bussi";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";163;2;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1997/115EE02_08_R48.pdf;https://votaciones.hcdn.gob.ar/votacion/3505
200;3451;"1998-03-25 21:50:00";116;8;1;"Insistencia de la HCDN en la sanción original del artículo 51º de la Ley 24.938, de Presupuesto de la Administración Nacional para el año 1998 vetada por el PEN por decreto 1453/97";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";183;9;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OE04_01_R08.pdf;https://votaciones.hcdn.gob.ar/votacion/3451
199;3452;"1998-04-22 22:45:00";116;10;1;"Insistencia de la HCDN en la sanción original del artículo 73º de la ley 24.938, de Presupuesto de la Administración Nacional para el año 1998 vetada por el PEN por decreto 1453/97";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";182;1;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT05_01_R10.pdf;https://votaciones.hcdn.gob.ar/votacion/3452
198;3453;"1998-04-29 22:07:00";116;11;1;"Moción del Diputado Álvarez de reconsideración de la moción del Diputado Negri de apartamento del Reglamento para considerar el Exp. 2423-D-98, que establece una contribución del 25% por única vez de los Ingresos que reciben los Legisladores y Funcionarios del Poder Legislativo con destinos a las zonas de Emergencia del Litoral y Patagonia";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";186;3;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT06_01_R11.pdf;https://votaciones.hcdn.gob.ar/votacion/3453
197;3454;"1998-05-20 20:50:00";116;14;2;"Moción del Diputado Polino de que se trate sobre tabla el Exp. 7785-D-96 por el que se derogan los aumentos en la estructura tarifaria telefónica establecido en el Artículo 2º del Decreto 92/97";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";97;92;6;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT08_02_R14.pdf;https://votaciones.hcdn.gob.ar/votacion/3454
196;3455;"1998-06-10 20:50:00";116;17;8;"Régimen Legal del Sistema de Tarjetas de Crédito - Artículo 20º con modificaciones";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";91;85;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT08_08_R17.pdf;https://votaciones.hcdn.gob.ar/votacion/3455
194;3457;"1998-09-03 00:28:00";116;28;3;"Régimen de Reforma Laboral - Artículo 2º";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";112;96;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OE10_03_R28.pdf;https://votaciones.hcdn.gob.ar/votacion/3457
195;3456;"1998-09-03 00:28:00";116;28;2;"Régimen de Reforma Laboral - Artículo 1º";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";112;96;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OE10_02_R28.pdf;https://votaciones.hcdn.gob.ar/votacion/3456
193;3458;"1998-09-03 00:29:00";116;28;4;"Régimen de Reforma Laboral - Artículo 3º";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";111;96;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OE10_04_R28.pdf;https://votaciones.hcdn.gob.ar/votacion/3458
192;3459;"1998-09-03 00:30:00";116;28;5;"Régimen de Reforma Laboral - Artículo 4º";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";112;96;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OE10_05_R28.pdf;https://votaciones.hcdn.gob.ar/votacion/3459
191;3460;"1998-09-03 03:30:00";116;28;6;"Régimen de Reforma Laboral - Artículo 5º";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";108;82;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OE10_06_R28.pdf;https://votaciones.hcdn.gob.ar/votacion/3460
190;3461;"1998-09-03 03:31:00";116;28;7;"Régimen de Reforma Laboral - Artículo 7º";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";111;83;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OE10_07_R28.pdf;https://votaciones.hcdn.gob.ar/votacion/3461
189;3462;"1998-09-03 03:33:00";116;28;8;"Régimen de Reforma Laboral - Artículo 17º";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";112;84;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OE10_08_R28.pdf;https://votaciones.hcdn.gob.ar/votacion/3462
188;3463;"1998-09-23 21:39:00";116;30;3;"Aceptación de las modificaciones introducida por el Senado al proyecto en revisión sobre Régimen de Gestión de Residuos radioactivos";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";76;54;12;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT11_03_R30.pdf;https://votaciones.hcdn.gob.ar/votacion/3463
187;3464;"1998-10-14 22:37:00";116;33;2;"Moción de la Diputada Sánchez, de que se trata sobre tabla el Exp. 6511-D-98 Fondo Nacional de Financiamiento Educativo";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";71;91;8;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT11_02_R33.pdf;https://votaciones.hcdn.gob.ar/votacion/3464
186;3465;"1998-10-14 23:45:00";116;33;3;"Moción del Diputado Stubrin de que se trate sobre tabla el Exp. 5651-D-98, por el que se solicita informe verbales al Señor ministro de Relaciones Exteriores y Comercio Internacional sobre la venta ilegal de armas a Croacia y Ecuador";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";81;78;2;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT11_03_R33.pdf;https://votaciones.hcdn.gob.ar/votacion/3465
185;3466;"1998-11-12 00:26:00";116;37;7;"Desestimar la promoción de Juicio Político al Señor Juez Federal de Jujuy, Doctor Mariano Wenceslao Cardozo - Dictamen de la Mayoría";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";99;94;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT14_07_R37.pdf;https://votaciones.hcdn.gob.ar/votacion/3466
184;3467;"1998-11-12 01:19:00";116;37;9;"Desestimar el Juicio Político a los Señores Ministros de la Corte Suprema de Justicia de la Nación - Dictamen de la Mayoría";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";99;96;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT14_09_R37.pdf;https://votaciones.hcdn.gob.ar/votacion/3467
183;3468;"1998-11-12 01:33:00";116;37;10;"Designación como integrantes del Jurado de Enjuiciamiento de Magistrados, conforme lo prescribe el Artículo 22º de la Ley 24.937 a los señores Diputados Carlos Soria como titular y Sara Liponezky de Amavet como suplente";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";101;97;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116OT14_10_R37.pdf;https://votaciones.hcdn.gob.ar/votacion/3468
182;3469;"1998-12-10 01:35:00";116;41;1;"Moción del Diputado Cafiero de que se trate sobre tablas el proyecto de ley por el que se deroga toda norma que implique subsidios, reintegros, exenciones o disminuciones impositivas para la producción de naftas oxigenadas, de aguarrás y solventes derivados del petróleo";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";142;15;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116PO02_01_R41.pdf;https://votaciones.hcdn.gob.ar/votacion/3469
181;3470;"1998-12-16 23:17:00";116;42;1;"Distribución del producido del Impuesto sobre los intereses pagados y el costo financiero del endeudamiento empresario y del Impuesto a la Ganancia Mínima presunta - En General y Particular";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";140;57;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116EE01_01_R42.pdf;https://votaciones.hcdn.gob.ar/votacion/3470
180;3471;"1998-12-29 22:05:00";116;43;1;"Acuerdo entre la República Argentina y la República de Chile para precisar el recorrido del límite desde el Monte Fritz Roy hasta el Cerro Daudet";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";162;9;7;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1998/116EE02_01_R43.pdf;https://votaciones.hcdn.gob.ar/votacion/3471
235;3416;"1999-03-24 21:06:00";117;4;1;"Insistencia de la HCDN sobre la sanción original del proyecto de Ley registrado bajo el Nº 25.064, Presupuesto de la Administración Nacional para el Ejercicio 1999, observado parcialmente por el PE por Decreto 1507/98";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";140;3;4;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT02_01_R04.pdf;https://votaciones.hcdn.gob.ar/votacion/3416
234;3417;"1999-04-28 22:00:00";117;10;1;"Régimen de Prestación Privada de Servicios de Seguridad - Artículo 7º con modificaciones";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";133;7;12;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT04_01_R10.pdf;https://votaciones.hcdn.gob.ar/votacion/3417
233;3418;"1999-04-28 22:17:00";117;10;2;"Régimen de Prestación Privada de Servicios de Seguridad - Título V - Artículos del 17º al 20º con modificaciones";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";112;23;0;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT04_02_R10.pdf;https://votaciones.hcdn.gob.ar/votacion/3418
232;3419;"1999-04-28 22:36:00";117;10;3;"Moción del Diputado Dumon de apartamento de las prescripciones reglamentarias para dar entrada al Exp. 2069-D-99, Pedido de Informes al PEN relacionado con la seguridad interior";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";106;12;10;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT04_03_R10.pdf;https://votaciones.hcdn.gob.ar/votacion/3419
231;3420;"1999-07-01 00:17:00";117;19;7;"Reconsideración de la cuestión de Privilegio solicitada por el Diputado Balter";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";80;69;5;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT05_07_R19.pdf;https://votaciones.hcdn.gob.ar/votacion/3420
230;3421;"1999-07-08 01:19:00";117;20;1;"Moción de Orden del Diputado Pichetto, solicitando cierre del debate";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";54;113;3;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT05_01_R20.pdf;https://votaciones.hcdn.gob.ar/votacion/3421
229;3422;"1999-07-08 01:40:00";117;20;2;"Modificación a la ley 25.053, de Fondo Nacional de Incentivo Docente. Con propuesta del Diputado Storani de prórroga hasta el 31/08/99";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";82;97;1;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT05_02_R20.pdf;https://votaciones.hcdn.gob.ar/votacion/3422
228;3423;"1999-07-08 01:41:00";117;20;3;"Modificación a la ley 25.053, de Fondo Nacional de Incentivo Docente. Con propuesta del Diputado Roggero de prórroga hasta el 15/09/99";"Votación Nominal";138;"LOPEZ ARIAS, Marcelo Eduardo";98;82;1;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT05_03_R20.pdf;https://votaciones.hcdn.gob.ar/votacion/3423
227;3424;"1999-09-22 20:59:00";117;32;1;"Moción del Diputado Roggero de apartamento de las prescripciones del reglamento a efectos de solicitar el tratamiento preferencial para el 06/10/99 del Exp. 4906-D-99, denominado proyecto de concertación";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";79;57;1;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT09_01_R32.pdf;https://votaciones.hcdn.gob.ar/votacion/3424
226;3425;"1999-09-22 22:49:00";117;32;2;"Moción del Diputado Roggero solicitando la reconsideración de la votación anterior, referida al apartamento del reglamento para solicitar tratamiento preferencial del Exp. 4906-D-99";"Votación Nominal";201;"PIERRI, Alberto Reinaldo";81;67;0;NEGATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117OT09_02_R32.pdf;https://votaciones.hcdn.gob.ar/votacion/3425
225;3426;"1999-12-15 20:08:00";117;40;1;"Modificación de diversos Regímenes Impositivos - Reforma Tributaria - Título I - Artículo 1º con modificaciones";"Votación Nominal";189;"PASCUAL, Rafael Manuel";124;104;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117EE01_01_R40.pdf;https://votaciones.hcdn.gob.ar/votacion/3426
224;3427;"1999-12-15 20:15:00";117;40;2;"Modificación de diversos Regímenes Impositivos - Reforma Tributaria - Título II - Artículo 2º con modificaciones";"Votación Nominal";189;"PASCUAL, Rafael Manuel";124;103;2;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117EE01_02_R40.pdf;https://votaciones.hcdn.gob.ar/votacion/3427
223;3428;"1999-12-15 20:18:00";117;40;3;"Modificación de diversos Regímenes Impositivos - Reforma Tributaria - Título III - Artículo 3º";"Votación Nominal";189;"PASCUAL, Rafael Manuel";182;38;11;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117EE01_03_R40.pdf;https://votaciones.hcdn.gob.ar/votacion/3428
222;3429;"1999-12-15 20:19:00";117;40;4;"Modificación de diversos Regímenes Impositivos - Reforma Tributaria - Título IV - Artículo 4º";"Votación Nominal";189;"PASCUAL, Rafael Manuel";121;107;3;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117EE01_04_R40.pdf;https://votaciones.hcdn.gob.ar/votacion/3429
221;3430;"1999-12-15 20:20:00";117;40;5;"Modificación de diversos Regímenes Impositivos - Reforma Tributaria - Título V - Artículo 5º";"Votación Nominal";189;"PASCUAL, Rafael Manuel";127;100;6;AFIRMATIVO;https://votaciones.hcdn.gob.ar/proxy/pdf/1999/117EE01_05_R40.pdf;https://votaciones.hcdn.gob.ar/votacion/3430
